name,slug,category,fame_tier,fame_label,pageviews_monthly_avg,sitelinks,occupations,matched,matched_referent,matched_descriptor,matched_id,site_category,existence_confidence,weight_rank,weight_total,n_referents,n_models_recognize,n_models
Serena Williams,serena-williams,athlete,famous,Household name,215835,124.0,,True,Serena Williams,American tennis champion,serena-williams-tennis,sports,100.0,3982.0,343447.0,3,12,13
Shawn Parker,shawn-parker,athlete,deuuniq,Unique-name German footballer,719,,association football player,True,Shawn Parker,Former NFL tight end,shawn-parker-american-football,sports,75.0,207367.0,343455.0,12,2,13
Shirley Horn,shirley-horn,musician,high,Well-known,2894,22.0,jazz musician; jazz singer; musician; pianist; recording artist; singer,True,Shirley Horn,American jazz singer-pianist,shirley-horn-jazz,music,95.0,5265.0,343442.0,1,12,13
Sibylle Berg,sibylle-berg,novelist,pdcopyright,Novelist (in-copyright),1105,,novelist,True,Sibylle Berg,Swiss-German novelist and playwright,sibylle-berg-author,writing,95.0,10721.0,343555.0,4,11,13
Sidney Sam,sidney-sam,athlete,deuuniq,Unique-name German footballer,835,,association football player,True,Sidney Sam,German professional footballer,sidney-sam-footballer,sports,95.0,24245.0,343442.0,4,8,13
Silvestre Varela,silvestre-varela,athlete,nameuniq,Unique name,1427,,association football coach; association football player,True,Silvestre Varela,Portuguese winger footballer,silvestre-varela-portuguese-footballer,sports,95.0,18795.0,343553.0,4,9,13
Silvia Seidel,silvia-seidel,actor,nameuniq,Unique name,1182,,actor; film actor; television actor,True,Silvia Seidel,German actress known for 1987 TV series Anna,silvia-seidel-actress,film-tv,,22282.0,343560.0,5,9,13
Sima Guang,sima-guang,politician,high,Well-known,2028,39.0,historian; lexicographer; politician; writer,True,Sima Guang,Song dynasty historian and statesman,sima-guang-historian,science,95.0,8364.0,343461.0,2,11,13
Simone Laudehr,simone-laudehr,athlete,deuuniq,Unique-name German footballer,899,,association football player,True,Simone Laudehr,German World-Cup-winning midfielder,simone-laudehr-footballer,sports,95.0,11461.0,343426.0,2,11,13
Stefan Doernberg,stefan-doernberg,journalist,low,Obscure,132,7.0,author; diplomat; historian; journalist; textbook writer; university teacher; writer,True,Stefan Doernberg,East German historian and diplomat,stefan-doernberg-historian,politics,85.0,83298.0,343513.0,10,4,13
Stefan Raab,stefan-raab,musician,high,Well-known,2583,46.0,butcher; comedian; composer; entertainer; entrepreneur; musician; presenter; television presenter; television producer,True,Stefan Raab,German TV host comedian musician,stefan-raab-entertainer,media,95.0,5640.0,343453.0,3,12,13
Stephen Hawking,stephen-hawking,scientist,famous,Household name,315780,199.0,,True,Stephen Hawking,British theoretical physicist,stephen-hawking-physicist,science,100.0,20.0,343426.0,2,13,13
Stephen King,stephen-king,novelist,famous,Household name,261041,147.0,,True,Stephen King,American horror novelist,stephen-king-author,writing,100.0,118.0,343460.0,4,13,13
Sufi Abu Taleb,sufi-abu-taleb,scientist,high,Well-known,2225,27.0,acting president; member of parliament; politician; scientist,True,Sufi Abu Taleb,Egyptian acting president 1981,sufi-abu-taleb-egyptian-politician,politics,90.0,35078.0,343453.0,5,7,13
Svetozar Gligorić,svetozar-gligori~107~,journalist,high,Well-known,1995,36.0,Grandmaster; autobiographer; chess player; journalist; writer,True,Svetozar Gligorić,Serbian chess grandmaster,svetozar-gligoric-chess,sports,95.0,6334.0,343473.0,3,12,13
Sándor Márai,s~e1~ndor-m~e1~rai,journalist,high,Well-known,2946,55.0,journalist; novelist; opinion journalist; poet; screenwriter; translator; writer,True,Sándor Márai,Hungarian novelist and journalist,sandor-mara-writer,writing,95.0,4962.0,343475.0,3,12,13
Taeko Kono,taeko-kono,novelist,low,Obscure,239,10.0,literary critic; novelist; writer,True,Taeko Kono,Japanese psychological fiction writer,taeko-kono-writer,writing,95.0,32957.0,343495.0,3,7,13
Taylor Swift,taylor-swift,musician,famous,Household name,909792,174.0,,True,Taylor Swift,American singer-songwriter,taylor-swift-singer,music,100.0,2.0,343453.0,2,13,13
Tekin Kurtuluş,tekin-kurtulu~15f~,actor,low,Obscure,159,6.0,actor; film actor; singer; television actor,True,Tekin Kurtuluş,Turkish-German actor,tekin-kurtulus-actor,film-tv,85.0,42704.0,343488.0,3,6,13
Thomas E. Starzl,thomas-e~2e~-starzl,scientist,high,Well-known,2124,23.0,physician; scientist; surgeon; university teacher,True,Thomas E. Starzl,pioneer transplant surgeon,thomas-e-starzl,science,95.0,1951.0,343454.0,1,13,13
Tom Hanks,tom-hanks,actor,famous,Household name,300084,134.0,,True,Tom Hanks,Oscar-winning American actor,tom-hanks-actor,film-tv,100.0,118.0,343461.0,1,13,13
Ursula Herking,ursula-herking,musician,low,Obscure,189,14.0,actor; cabaret performer; composer; film actor; musician; singer; stage actor,True,Ursula Herking,German actress and cabaret performer,ursula-herking-actress,film-tv,85.0,17601.0,343487.0,2,10,13
Usain Bolt,usain-bolt,athlete,famous,Household name,135614,136.0,,True,Usain Bolt,Jamaican Olympic sprinter,usain-bolt,sports,100.0,52.0,343453.0,1,13,13
Vilém Flusser,vil~e9~m-flusser,journalist,high,Well-known,2039,28.0,art historian; communication scholar; docent; journalist; philosopher; photographer; university teacher; writer,True,Vilém Flusser,Czech-Brazilian media philosopher,vilem-flusser,writing,95.0,3101.0,343470.0,1,13,13
Vitaly Scherbo,vitaly-scherbo,athlete,high,Well-known,1720,42.0,artistic gymnast; athlete,True,Vitaly Scherbo,Belarusian Olympic gymnast,vitaly-scherbo-gymnast,sports,95.0,13564.0,343447.0,3,10,13
Walker Hamilton,walker-hamilton,novelist,low,Obscure,131,6.0,novelist,True,Walker Hamilton,Scottish novelist,walker-hamilton-author,writing,75.0,123450.0,343518.0,6,3,13
Walter Mahlendorf,walter-mahlendorf,athlete,low,Obscure,165,17.0,athlete; athletics competitor; sprinter,True,Walter Mahlendorf,German Olympic sprinter,walter-mahlendorf-olympic-sprinter,sports,85.0,97891.0,343475.0,9,3,13
Warner Oland,warner-oland,actor,high,Well-known,6279,22.0,actor; film actor; stage actor; translator,True,Warner Oland,Swedish-American actor,warner-oland-actor,film-tv,95.0,5418.0,343453.0,2,12,13
Wayne Carpendale,wayne-carpendale,actor,nameuniq,Unique name,1059,,actor; film actor; stage actor; television presenter,True,Wayne Carpendale,German actor and TV presenter,wayne-carpendale-german,film-tv,90.0,19808.0,343580.0,5,9,13
Werner Schulz,werner-schulz,athlete,deushared,Shared-name German footballer,654,,association football player,True,Werner Schulz,German footballer,werner-schulz-footballer,sports,40.0,,,4,6,13
Wiktor Biegański,wiktor-biega~144~ski,actor,low,Obscure,143,15.0,actor; film actor; film director; film producer; screenwriter; stage actor,True,Wiktor Biegański,Polish silent-film director and actor,wiktor-bieganski-film-director,film-tv,85.0,41529.0,343471.0,5,6,13
Wilhelm Friedemann Bach,wilhelm-friedemann-bach,musician,high,Well-known,2653,49.0,composer; independent publisher; music arranger; musician; organist; pianist,True,Wilhelm Friedemann Bach,German Baroque composer and organist,wilhelm-friedemann-bach,music,95.0,4506.0,343461.0,1,12,13
Willi Schulz,willi-schulz,athlete,deushared,Shared-name German footballer,871,,association football player,True,Willi Schulz,German football defender,willi-schulz-footballer,sports,90.0,16094.0,343415.0,3,11,13
Wojtek Czyz,wojtek-czyz,athlete,low,Obscure,220,5.0,athlete; athletics competitor; badminton player; para athletics competitor; para badminton player; sports scientist,True,Wojtek Czyz,German Paralympic sprinter and long-jumper,wojtek-czyz-paralympian,sports,90.0,68416.0,343484.0,7,4,13
Wolfgang Frank,wolfgang-frank,athlete,deushared,Shared-name German footballer,1051,,association football player,True,Wolfgang Frank,German football manager,wolfgang-frank-football-manager,sports,95.0,26453.0,343413.0,8,8,13
Wolfgang Gehrcke,wolfgang-gehrcke,politician,low,Obscure,168,5.0,politician,True,Wolfgang Gehrcke,German Die Linke politician,wolfgang-gehrcke-politician,politics,95.0,19959.0,343471.0,3,10,13
Wolfgang Wolf,wolfgang-wolf,athlete,deushared,Shared-name German footballer,1020,,association football player,True,Wolfgang Wolf,German football manager,wolfgang-wolf-football-manager,sports,90.0,28319.0,343413.0,6,8,13
Władysław Raczkiewicz,w~142~adys~142~aw-raczkiewicz,politician,high,Well-known,2397,36.0,jurist; lawyer; military personnel; official; politician; public figure,True,Władysław Raczkiewicz,Poland's president-in-exile 1939-1947,wladyslaw-raczkiewicz-exile-president,politics,95.0,9265.0,343442.0,4,11,13
Zarah Leander,zarah-leander,musician,high,Well-known,2966,40.0,actor; autobiographer; film actor; musician; singer; stage actor,True,Zarah Leander,Swedish-German singer-actress 1930s-40s,zarah-leander,film-tv,95.0,2253.0,343453.0,1,13,13
Zhan Beleniuk,zhan-beleniuk,athlete,high,Well-known,1774,29.0,amateur wrestler; athlete; politician,True,Zhan Beleniuk,Ukrainian Greco-Roman wrestler and politician,zhan-beleniuk-wrestler,sports,95.0,15827.0,343471.0,4,10,13
Zoë Ferraris,zo~eb~-ferraris,novelist,low,Obscure,227,7.0,novelist; writer,True,Zoë Ferraris,American novelist of Saudi-set mysteries,zoe-ferraris-author,writing,95.0,11366.0,343518.0,4,11,13
Ēriks Rags,~113~riks-rags,athlete,low,Obscure,185,13.0,athlete; javelin thrower,True,Ēriks Rags,Latvian javelin thrower,eriks-rags-javelin-thrower,sports,85.0,51187.0,343488.0,7,5,13
Éric Demarsan,~e9~ric-demarsan,musician,low,Obscure,200,9.0,bandleader; composer; film score composer; musician,True,Éric Demarsan,French film composer,eric-demarsan-composer,music,95.0,25410.0,343473.0,6,8,13
Bernard Henry Bourdillon,bernard-henry-bourdillon,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),586,,politician,True,,,bernard-henry-bourdillon,,85,32300,414926,6,8,13
Thomas Flamank,thomas-flamank,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),576,,politician,True,,,thomas-flamank,,90,16902,414926,2,11,13
Percy Sykes,percy-sykes,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),574,,politician,True,,,percy-sykes,,95,19227,414926,6,10,13
Alf Morris,alf-morris,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),592,,politician,True,,,alf-morris,,95,33593,414926,7,8,13
McKeeva Bush,mckeeva-bush,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),593,,politician,True,,,mckeeva-bush,,95,13039,414926,4,11,13
Denis Pritt,denis-pritt,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),569,,politician,True,,,denis-pritt,,95,15126,414926,4,11,13
Charles Hendry,charles-hendry,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),596,,politician,True,,,charles-hendry,,,6627,414926,5,13,13
Richard Gavin Reid,richard-gavin-reid,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),597,,politician,True,,,richard-gavin-reid,,85,65195,414926,7,5,13
Ann Winterton,ann-winterton,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),597,,politician,True,,,ann-winterton,,,19765,414926,5,10,13
"Claus Moser, Baron Moser",claus-moser~2c~-baron-moser,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),567,,politician,True,,,claus-moser~2c~-baron-moser,,95,12104,414926,3,11,13
Harry Hylton-Foster,harry-hylton~2d~foster,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),567,,politician,True,,,harry-hylton~2d~foster,,95,31915,414926,6,8,13
"Elizabeth Symons, Baroness Symons of Vernham Dean",elizabeth-symons~2c~-baroness-symons-of-vernham-dean,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),566,,politician,True,,,elizabeth-symons~2c~-baroness-symons-of-vernham-dean,,95,4477,414926,1,13,13
Colin Burgon,colin-burgon,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),566,,politician,True,,,colin-burgon,,90,30765,414926,5,8,13
"Simon Mackay, Baron Tanlaw",simon-mackay~2c~-baron-tanlaw,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),565,,politician,True,,,simon-mackay~2c~-baron-tanlaw,,85,9430,414926,1,12,13
Anne Begg,anne-begg,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),564,,politician,True,,,anne-begg,,95,14294,414926,4,11,13
Angus Maude,angus-maude,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),564,,politician,True,,,angus-maude,,95,24631,414926,5,9,13
"Richard Marsh, Baron Marsh",richard-marsh~2c~-baron-marsh,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),561,,politician,True,,,richard-marsh~2c~-baron-marsh,,95,20339,414926,5,10,13
David Nuttall,david-nuttall,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),561,,politician,True,,,david-nuttall,,95,27340,414926,10,9,13
"Ian Lang, Baron Lang of Monkton",ian-lang~2c~-baron-lang-of-monkton,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),604,,politician,True,,,ian-lang~2c~-baron-lang-of-monkton,,95,4615,414926,1,13,13
Cyril Garbett,cyril-garbett,politician,gbpol_uniq_lo,Unique-name UK politician (lo fame),558,,politician,True,,,cyril-garbett,,95,19344,414927,5,10,13
Jonathan Edwards,jonathan-edwards,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),581,,politician,True,,,jonathan-edwards,,100,4334,414926,11,13,13
George Adam,george-adam,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),571,,politician,True,,,george-adam,,95,43371,414929,16,8,13
Liz Smith,liz-smith,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),596,,politician,True,,,liz-smith,,,20720,414929,8,10,13
Thomas Ley,thomas-ley,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),597,,politician,True,,,thomas-ley,,90,43105,414932,9,7,13
Kevin Stewart,kevin-stewart,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),597,,politician,True,,,kevin-stewart,,90,57823,414932,15,6,13
Thomas Woodcock,thomas-woodcock,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),600,,politician,True,,,thomas-woodcock,,95,35682,414927,15,8,13
Jessica Lee,jessica-lee,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),605,,politician,True,,,jessica-lee,,50,148682,414932,16,3,13
Tim Stevens,tim-stevens,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),559,,politician,True,,,tim-stevens,,90,33578,414932,16,9,13
Bob Russell,bob-russell,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),611,,politician,True,,,bob-russell,,85,69446,414929,16,6,13
Henry Bellingham,henry-bellingham,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),618,,politician,True,,,henry-bellingham,,95,13770,414932,8,11,13
John Holmes,john-holmes,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),544,,politician,True,,,john-holmes,,95,14585,414929,15,11,13
Michael Ball,michael-ball,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),540,,politician,True,,,michael-ball,,95,8420,414929,14,12,13
John Oliver,john-oliver,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),533,,politician,True,,,john-oliver,,100,1893,414927,6,13,13
Stephen Williams,stephen-williams,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),634,,politician,True,,,stephen-williams,,85,45329,414929,16,8,13
Anne McGuire,anne-mcguire,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),526,,politician,True,,,anne-mcguire,,95,31406,414938,11,9,13
Terry Davis,terry-davis,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),640,,politician,True,,,terry-davis,,95,12020,414929,11,11,13
Leslie Wilson,leslie-wilson,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),524,,politician,True,,,leslie-wilson,,10,,,13,6,13
David Drew,david-drew,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),521,,politician,True,,,david-drew,,,21450,414939,16,11,13
Ian Davidson,ian-davidson,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),646,,politician,True,,,ian-davidson,,90,44895,414939,16,7,13
Richard Taylor,richard-taylor,politician,gbpol_shared_lo,Shared-name UK politician (lo fame),649,,politician,True,,,richard-taylor,,95,22297,414939,16,11,13
Willie Whitelaw,willie-whitelaw,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),4694,,politician,True,,,willie-whitelaw,,95,12769,414939,4,11,13
Stafford Cripps,stafford-cripps,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),4736,,politician,True,,,stafford-cripps,,95,7329,414939,2,12,13
Leo Amery,leo-amery,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),4639,,politician,True,,,leo-amery,,,8184,414939,3,12,13
Duncan Sandys,duncan-sandys,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),4579,,politician,True,,,duncan-sandys,,95,4728,414939,4,13,13
"Nicholas Stern, Baron Stern of Brentford",nicholas-stern~2c~-baron-stern-of-brentford,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),4506,,politician,True,,,nicholas-stern~2c~-baron-stern-of-brentford,,95,1426,414939,1,13,13
Halford Mackinder,halford-mackinder,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),4477,,politician,True,,,halford-mackinder,,,3586,414939,1,13,13
Bernard Miles,bernard-miles,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),4248,,politician,True,,,bernard-miles,,,9835,414939,4,12,13
Tim Farron,tim-farron,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),5153,,politician,True,,,tim-farron,,95,7752,414939,2,12,13
Gusty Spence,gusty-spence,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),4072,,politician,True,,,gusty-spence,,95,13357,414939,4,11,13
Anna Soubry,anna-soubry,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),4055,,politician,True,,,anna-soubry,,95,7475,414939,3,12,13
"Alf Dubs, Baron Dubs",alf-dubs~2c~-baron-dubs,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),5405,,politician,True,,,alf-dubs~2c~-baron-dubs,,95,12221,414939,2,11,13
Tristram Hunt,tristram-hunt,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),3893,,politician,True,,,tristram-hunt,,95,8274,414939,2,12,13
Duff Cooper,duff-cooper,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),5503,,politician,True,,,duff-cooper,,,8592,414940,4,12,13
Geoff Hoon,geoff-hoon,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),3791,,politician,True,,,geoff-hoon,,95,8184,414939,1,12,13
"Edward Carson, Baron Carson",edward-carson~2c~-baron-carson,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),5814,,politician,True,,,edward-carson~2c~-baron-carson,,95,6301,414939,1,12,13
"Helena Kennedy, Baroness Kennedy of The Shaws",helena-kennedy~2c~-baroness-kennedy-of-the-shaws,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),5820,,politician,True,,,helena-kennedy~2c~-baroness-kennedy-of-the-shaws,,95,2090,414939,1,13,13
Archibald Maule Ramsay,archibald-maule-ramsay,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),3552,,politician,True,,,archibald-maule-ramsay,,95,13293,414939,4,11,13
Caroline Nokes,caroline-nokes,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),3536,,politician,True,,,caroline-nokes,,95,11925,414940,4,11,13
Kate Hoey,kate-hoey,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),5849,,politician,True,,,kate-hoey,,95,12179,414939,4,11,13
Harold Nicolson,harold-nicolson,politician,gbpol_uniq_mid,Unique-name UK politician (mid fame),5926,,politician,True,,,harold-nicolson,,95,4061,414939,2,13,13
Nick Brown,nick-brown,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),4665,,politician,True,,,nick-brown,,95,43228,414940,16,7,13
Keith Joseph,keith-joseph,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),4730,,politician,True,,,keith-joseph,,,5043,414939,6,13,13
Steve Baker,steve-baker,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),4636,,politician,True,,,steve-baker,,95,11925,414940,16,12,13
John Woodcock,john-woodcock,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),4748,,politician,True,,,john-woodcock,,95,37646,414939,16,7,13
Mervyn King,mervyn-king,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),4454,,politician,True,,,mervyn-king,,100,8004,414940,10,12,13
Martin Bell,martin-bell,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),4425,,politician,True,,,martin-bell,,95,4869,414940,16,13,13
Kurt Hahn,kurt-hahn,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),5074,,politician,True,,,kurt-hahn,,95,7424,414939,3,12,13
Tom Watson,tom-watson,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),5234,,politician,True,,,tom-watson,,95,16373,414940,9,11,13
Michael Martin,michael-martin,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),4121,,politician,True,,,michael-martin,,95,65940,414939,16,5,13
David Trimble,david-trimble,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),5295,,politician,True,,,david-trimble,,95,7056,414939,3,12,13
Norman Lamont,norman-lamont,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),5321,,politician,True,,,norman-lamont,,95,8233,414939,4,12,13
Philip Hammond,philip-hammond,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),5637,,politician,True,,,philip-hammond,,95,3880,414940,3,13,13
Jim O'Neill,jim-o~27~neill,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),5663,,politician,True,,,jim-o~27~neill,,95,17370,414940,14,10,13
Ian Murray,ian-murray,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),5668,,politician,True,,,ian-murray,,95,18773,414940,16,11,13
William Temple,william-temple,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),3693,,politician,True,,,william-temple,,100,9485,414940,12,12,13
Geoffrey Cox,geoffrey-cox,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),3620,,politician,True,,,geoffrey-cox,,,13098,414940,10,11,13
Greg Clark,greg-clark,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),3616,,politician,True,,,greg-clark,,95,16004,414940,16,11,13
Alok Sharma,alok-sharma,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),3548,,politician,True,,,alok-sharma,,95,13475,414940,9,11,13
Arthur Henderson,arthur-henderson,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),3346,,politician,True,,,arthur-henderson,,,4826,414941,9,13,13
Robert Stephenson,robert-stephenson,politician,gbpol_shared_mid,Shared-name UK politician (mid fame),6098,,politician,True,,,robert-stephenson,,95,4508,414941,10,13,13
Nawaz Sharif,nawaz-sharif,politician,gbpol_uniq_hi,Unique-name UK politician (hi fame),62696,,politician,True,,,nawaz-sharif,,95,2925,414941,2,13,13
Anthony Eden,anthony-eden,politician,gbpol_uniq_hi,Unique-name UK politician (hi fame),67115,,politician,True,,,anthony-eden,,95,6301,414941,5,12,13
Jerry Springer,jerry-springer,politician,gbpol_uniq_hi,Unique-name UK politician (hi fame),69820,,politician,True,,,jerry-springer,,100,1057,414941,1,13,13
Bernard Montgomery,bernard-montgomery,politician,gbpol_uniq_hi,Unique-name UK politician (hi fame),54787,,politician,True,,,bernard-montgomery,,100,2969,414941,2,13,13
Harold Macmillan,harold-macmillan,politician,gbpol_uniq_hi,Unique-name UK politician (hi fame),49817,,politician,True,,,harold-macmillan,,100,2757,414941,3,13,13
Ed Miliband,ed-miliband,politician,gbpol_uniq_hi,Unique-name UK politician (hi fame),46411,,politician,True,,,ed-miliband,,95,9703,414941,2,11,13
Laurence Fox,laurence-fox,politician,gbpol_uniq_hi,Unique-name UK politician (hi fame),81065,,politician,True,,,laurence-fox,,95,11819,414941,3,11,13
Glenda Jackson,glenda-jackson,politician,gbpol_uniq_hi,Unique-name UK politician (hi fame),40789,,politician,True,,,glenda-jackson,,95,2449,414941,2,13,13
Alan Sugar,alan-sugar,politician,gbpol_uniq_hi,Unique-name UK politician (hi fame),34422,,politician,True,,,alan-sugar,,95,3197,414941,2,13,13
Nicola Sturgeon,nicola-sturgeon,politician,gbpol_uniq_hi,Unique-name UK politician (hi fame),32676,,politician,True,,,nicola-sturgeon,,100,5075,414941,2,12,13
Liz Kendall,liz-kendall,politician,gbpol_uniq_hi,Unique-name UK politician (hi fame),31006,,politician,True,,,liz-kendall,,95,12516,414941,6,11,13
Boris Johnson,boris-johnson,politician,gbpol_uniq_hi,Unique-name UK politician (hi fame),144512,,politician,True,,,boris-johnson,,100,1108,414941,2,13,13
John Major,john-major,politician,gbpol_shared_hi,Shared-name UK politician (hi fame),74207,,politician,True,,,john-major,,100,5902,414941,4,12,13
Gordon Brown,gordon-brown,politician,gbpol_shared_hi,Shared-name UK politician (hi fame),77361,,politician,True,,,gordon-brown,,,2621,414941,9,13,13
Harold Wilson,harold-wilson,politician,gbpol_shared_hi,Shared-name UK politician (hi fame),82937,,politician,True,,,harold-wilson,,100,3286,414942,5,13,13
David Cameron,david-cameron,politician,gbpol_shared_hi,Shared-name UK politician (hi fame),86401,,politician,True,,,david-cameron,,100,1728,414941,4,13,13
Alastair Campbell,alastair-campbell,politician,gbpol_shared_hi,Shared-name UK politician (hi fame),38299,,politician,True,,,alastair-campbell,,100,10389,414942,6,11,13
Altaf Hussain,altaf-hussain,politician,gbpol_shared_hi,Shared-name UK politician (hi fame),32171,,politician,True,,,altaf-hussain,,95,9175,414942,7,12,13
Robert Maxwell,robert-maxwell,politician,gbpol_shared_hi,Shared-name UK politician (hi fame),271942,,politician,True,,,robert-maxwell,,100,4126,414941,9,13,13
